[CryoJet 1]
	Time [s]	Temp T[k]	TSet	Shield flow	Sample flow	Heater pow[R5]	Heater pow[R6]	Run	Frame
Tue May 09 12:54:57 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 45
Tue May 09 12:55:07 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 45
Tue May 09 12:55:18 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 45
Tue May 09 12:55:29 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 45
Tue May 09 12:55:39 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 46
Tue May 09 12:55:50 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 46
Tue May 09 12:56:01 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 46
Tue May 09 12:56:11 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 46
Tue May 09 12:56:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 46
Tue May 09 12:56:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 47
Tue May 09 12:56:43 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 47
Tue May 09 12:56:54 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 47
Tue May 09 12:57:04 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 47
Tue May 09 12:57:15 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 47
Tue May 09 12:57:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 47
Tue May 09 12:57:36 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 48
Tue May 09 12:57:47 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 48
Tue May 09 12:57:57 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 48
Tue May 09 12:58:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 48
Tue May 09 12:58:19 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 48
Tue May 09 12:58:29 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 49
Tue May 09 12:58:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.40	 1	 49
Tue May 09 12:58:51 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 49
Tue May 09 12:59:01 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 49
Tue May 09 12:59:12 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 49
Tue May 09 12:59:22 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 49
Tue May 09 12:59:33 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 50
Tue May 09 12:59:44 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 50
Tue May 09 12:59:54 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 50
Tue May 09 13:00:05 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 50
Tue May 09 13:00:16 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 50
Tue May 09 13:00:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 50
Tue May 09 13:00:37 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 50
Tue May 09 13:00:48 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 50
Tue May 09 13:00:58 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 50
Tue May 09 13:01:09 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 50
Tue May 09 13:01:19 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 50
Tue May 09 13:01:30 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 50
Tue May 09 13:01:41 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 50
Tue May 09 13:01:51 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 50
Tue May 09 13:02:02 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 50
Tue May 09 13:02:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 50
Tue May 09 13:02:23 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 50
Tue May 09 13:02:34 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 50
Tue May 09 13:02:44 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 51
Tue May 09 13:02:55 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 51
Tue May 09 13:03:06 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 51
Tue May 09 13:03:16 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 51
Tue May 09 13:03:27 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 51
Tue May 09 13:03:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 51
Tue May 09 13:03:48 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 52
Tue May 09 13:03:59 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 52
Tue May 09 13:04:09 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 52
Tue May 09 13:04:20 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 52
Tue May 09 13:04:31 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 52
Tue May 09 13:04:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 53
Tue May 09 13:04:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 53
Tue May 09 13:05:03 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 53
Tue May 09 13:05:13 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 53
Tue May 09 13:05:24 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 53
Tue May 09 13:05:35 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 53
Tue May 09 13:05:45 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 54
Tue May 09 13:05:56 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 54
Tue May 09 13:06:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 54
Tue May 09 13:06:17 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 54
Tue May 09 13:06:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 54
Tue May 09 13:06:38 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 55
Tue May 09 13:06:49 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 55
Tue May 09 13:07:00 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 55
Tue May 09 13:07:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 55
Tue May 09 13:07:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 55
Tue May 09 13:07:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 55
Tue May 09 13:07:42 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 56
Tue May 09 13:07:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 56
Tue May 09 13:08:03 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 56
Tue May 09 13:08:14 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 56
Tue May 09 13:08:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 56
Tue May 09 13:08:35 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 56
Tue May 09 13:08:46 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 57
Tue May 09 13:08:56 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:09:07 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.50	 1	 57
Tue May 09 13:09:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:09:28 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:09:39 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:09:50 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:10:00 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 57
Tue May 09 13:10:11 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 57
Tue May 09 13:10:22 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 57
Tue May 09 13:10:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 57
Tue May 09 13:10:43 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 57
Tue May 09 13:10:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 57
Tue May 09 13:11:04 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 58
Tue May 09 13:11:15 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 58
Tue May 09 13:11:25 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 58
Tue May 09 13:11:36 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 58
Tue May 09 13:11:47 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 58
Tue May 09 13:11:57 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 59
Tue May 09 13:12:08 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 59
Tue May 09 13:12:18 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 59
Tue May 09 13:12:29 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 59
Tue May 09 13:12:40 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 59
Tue May 09 13:12:50 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 59
Tue May 09 13:13:01 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 60
Tue May 09 13:13:12 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 60
Tue May 09 13:13:22 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 60
Tue May 09 13:13:33 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 60
Tue May 09 13:13:43 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 60
Tue May 09 13:13:54 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 60
Tue May 09 13:14:05 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 61
Tue May 09 13:14:15 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 61
Tue May 09 13:14:26 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.40	 1	 61
Tue May 09 13:14:37 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 61
Tue May 09 13:14:47 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 61
Tue May 09 13:14:58 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 62
Tue May 09 13:15:08 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 62
Tue May 09 13:15:19 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 62
Tue May 09 13:15:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 62
Tue May 09 13:15:40 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 62
Tue May 09 13:15:51 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 62
Tue May 09 13:16:02 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 63
Tue May 09 13:16:12 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 63
Tue May 09 13:16:23 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 63
Tue May 09 13:16:33 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 63
Tue May 09 13:16:44 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 63
Tue May 09 13:16:55 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 64
Tue May 09 13:17:05 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 64
Tue May 09 13:17:16 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 64
Tue May 09 13:17:27 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 64
Tue May 09 13:17:37 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 64
Tue May 09 13:17:48 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 64
Tue May 09 13:17:58 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 65
Tue May 09 13:18:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 65
Tue May 09 13:18:20 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 65
Tue May 09 13:18:30 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 65
Tue May 09 13:18:41 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 65
Tue May 09 13:18:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 66
Tue May 09 13:19:02 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 66
Tue May 09 13:19:13 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 66
Tue May 09 13:19:23 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 66
Tue May 09 13:19:34 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 66
Tue May 09 13:19:45 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 66
Tue May 09 13:19:55 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 67
Tue May 09 13:20:06 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 67
Tue May 09 13:20:17 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 67
Tue May 09 13:20:27 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 67
Tue May 09 13:20:38 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 67
Tue May 09 13:20:49 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 67
Tue May 09 13:20:59 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 68
Tue May 09 13:21:10 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 68
Tue May 09 13:21:20 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 68
Tue May 09 13:21:31 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 68
Tue May 09 13:21:42 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 68
Tue May 09 13:21:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 69
Tue May 09 13:22:03 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 69
Tue May 09 13:22:14 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 69
Tue May 09 13:22:24 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 69
Tue May 09 13:22:35 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 69
Tue May 09 13:22:45 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 69
Tue May 09 13:22:56 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 70
Tue May 09 13:23:07 2017	 173.00	 173.00	   3.00	   3.00	  21.30	  10.20	 1	 70
Tue May 09 13:23:17 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.20	 1	 70
Tue May 09 13:23:28 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 70
Tue May 09 13:23:39 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 70
Tue May 09 13:23:49 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 71
Tue May 09 13:24:00 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 71
Tue May 09 13:24:10 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 71
Tue May 09 13:24:21 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 71
Tue May 09 13:24:32 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 71
Tue May 09 13:24:42 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 71
Tue May 09 13:24:53 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 72
Tue May 09 13:25:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 72
Tue May 09 13:25:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 72
Tue May 09 13:25:25 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 72
Tue May 09 13:25:35 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 72
Tue May 09 13:25:46 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 72
Tue May 09 13:25:57 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 73
Tue May 09 13:26:07 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 73
Tue May 09 13:26:18 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 73
Tue May 09 13:26:29 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.60	 1	 73
Tue May 09 13:26:39 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 73
Tue May 09 13:26:50 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 74
Tue May 09 13:27:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 74
Tue May 09 13:27:11 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 74
Tue May 09 13:27:22 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 74
Tue May 09 13:27:32 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 74
Tue May 09 13:27:43 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 74
Tue May 09 13:27:54 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 75
Tue May 09 13:28:04 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 75
Tue May 09 13:28:15 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 75
Tue May 09 13:28:25 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 75
Tue May 09 13:28:36 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 75
Tue May 09 13:28:47 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 76
Tue May 09 13:28:57 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 76
Tue May 09 13:29:08 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 76
Tue May 09 13:29:19 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 76
Tue May 09 13:29:29 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 76
Tue May 09 13:29:40 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 76
Tue May 09 13:29:50 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 77
Tue May 09 13:30:01 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 77
Tue May 09 13:30:12 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 77
Tue May 09 13:30:22 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 77
Tue May 09 13:30:33 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 77
Tue May 09 13:30:44 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 78
Tue May 09 13:30:54 2017	 173.00	 173.00	   3.00	   3.00	  21.40	  10.30	 1	 78
Tue May 09 13:31:05 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 78
Tue May 09 13:31:15 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 78
Tue May 09 13:31:26 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 78
Tue May 09 13:31:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 78
Tue May 09 13:31:47 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 79
Tue May 09 13:31:58 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 79
Tue May 09 13:32:09 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 79
Tue May 09 13:32:19 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 79
Tue May 09 13:32:30 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 79
Tue May 09 13:32:40 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 79
Tue May 09 13:32:51 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 80
Tue May 09 13:33:02 2017	 173.00	 173.00	   3.00	   3.00	  22.10	  10.60	 1	 80
Tue May 09 13:33:12 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 80
Tue May 09 13:33:23 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 80
Tue May 09 13:33:34 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 80
Tue May 09 13:33:44 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 80
Tue May 09 13:33:55 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 80
Tue May 09 13:34:06 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 80
Tue May 09 13:34:16 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 80
Tue May 09 13:34:27 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 81
Tue May 09 13:34:37 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 81
Tue May 09 13:34:48 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 81
Tue May 09 13:34:59 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 81
Tue May 09 13:35:09 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 81
Tue May 09 13:35:20 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 82
Tue May 09 13:35:31 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 82
Tue May 09 13:35:41 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 82
Tue May 09 13:35:52 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 82
Tue May 09 13:36:02 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 82
Tue May 09 13:36:13 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 82
Tue May 09 13:36:24 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 83
Tue May 09 13:36:34 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 83
Tue May 09 13:36:45 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 83
Tue May 09 13:36:56 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 83
Tue May 09 13:37:06 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 83
Tue May 09 13:37:17 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.30	 1	 83
Tue May 09 13:37:27 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 84
Tue May 09 13:37:38 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 84
Tue May 09 13:37:49 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 84
Tue May 09 13:37:59 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 84
Tue May 09 13:38:10 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 84
Tue May 09 13:38:21 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 85
Tue May 09 13:38:31 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 85
Tue May 09 13:38:42 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.40	 1	 85
Tue May 09 13:38:52 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 85
Tue May 09 13:39:03 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 85
Tue May 09 13:39:14 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 85
Tue May 09 13:39:24 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 86
Tue May 09 13:39:35 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 86
Tue May 09 13:39:46 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.50	 1	 86
Tue May 09 13:39:56 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 86
Tue May 09 13:40:07 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 86
Tue May 09 13:40:18 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 87
Tue May 09 13:40:28 2017	 173.00	 173.00	   3.00	   3.00	  22.00	  10.60	 1	 87
Tue May 09 13:40:39 2017	 173.00	 173.00	   3.00	   3.00	  21.90	  10.50	 1	 87
Tue May 09 13:40:49 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 87
Tue May 09 13:41:00 2017	 173.00	 173.00	   3.00	   3.00	  21.80	  10.50	 1	 87
Tue May 09 13:41:11 2017	 173.00	 173.00	   3.00	   3.00	  21.70	  10.40	 1	 87
Tue May 09 13:41:21 2017	 173.00	 173.00	   3.00	   3.00	  21.60	  10.40	 1	 88
Tue May 09 13:41:32 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 88
Tue May 09 13:41:43 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 88
Tue May 09 13:41:53 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 88
Tue May 09 13:42:04 2017	 173.00	 173.00	   3.00	   3.00	  21.50	  10.30	 1	 88
