[PeltierCCS 1]
	Time [s]	Tcold	Thot	Aout	CoolTime	Tset	Power
Wed Apr 26 08:01:27 2017	 -39.99	  18.08	  43.29	        0	 -40.00	        0
Wed Apr 26 08:01:38 2017	 -39.99	  18.08	  43.27	        0	 -40.00	        0
Wed Apr 26 08:01:48 2017	 -39.99	  18.11	  43.33	        0	 -40.00	        0
Wed Apr 26 08:01:59 2017	 -39.98	  18.11	  43.41	        0	 -40.00	        0
Wed Apr 26 08:02:09 2017	 -39.98	  18.11	  43.42	        0	 -40.00	        0
Wed Apr 26 08:02:20 2017	 -40.00	  18.13	  43.26	        0	 -40.00	        0
Wed Apr 26 08:02:31 2017	 -39.99	  18.16	  43.42	        0	 -40.00	        0
Wed Apr 26 08:02:41 2017	 -39.98	  18.16	  43.52	        0	 -40.00	        0
Wed Apr 26 08:02:52 2017	 -39.98	  18.19	  43.50	        0	 -40.00	        0
Wed Apr 26 08:03:03 2017	 -39.99	  18.19	  43.51	        0	 -40.00	        0
